source_id,period_days,transit_depth_ppm,planet_radius_re,stellar_radius_rs,snr,epoch,label_raw,mission,label_coarse,label_binary
K00752.01,9.48803557,615.8,2.26,0.927,35.8,170.53875,CONFIRMED,KEPLER,CONFIRMED,1
K00752.02,54.4183827,874.8,2.83,0.927,25.8,162.51384,CONFIRMED,KEPLER,CONFIRMED,1
K00753.01,19.89913995,10829.0,14.6,0.868,76.3,175.850252,CANDIDATE,KEPLER,CANDIDATE,0
K00754.01,1.736952453,8079.2,33.46,0.791,505.6,170.307565,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00755.01,2.525591777,603.3,2.75,1.046,40.9,171.59555,CONFIRMED,KEPLER,CONFIRMED,1
K00756.01,11.09432054,1517.5,3.9,0.972,66.5,171.20116,CONFIRMED,KEPLER,CONFIRMED,1
K00756.02,4.13443512,686.0,2.77,0.972,40.2,172.97937,CONFIRMED,KEPLER,CONFIRMED,1
K00756.03,2.56658897,226.5,1.59,0.972,15.0,179.55437,CONFIRMED,KEPLER,CONFIRMED,1
K00114.01,7.36178958,233.7,39.21,1.958,47.7,132.25053,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00757.01,16.06864674,4914.3,5.76,0.848,161.9,173.621937,CONFIRMED,KEPLER,CONFIRMED,1
K00001.01,2.470613377,14231.0,13.04,0.964,4304.3,122.763305,CONFIRMED,KEPLER,CONFIRMED,1
K00002.01,2.204735417,6674.7,16.1,1.952,4355.5,121.3585417,CONFIRMED,KEPLER,CONFIRMED,1
K00010.01,3.522498429,9145.7,14.59,1.451,1741.5,121.1194228,CONFIRMED,KEPLER,CONFIRMED,1
K00112.02,3.709214104,131.1,1.16,1.022,50.6,133.98318,CONFIRMED,KEPLER,CONFIRMED,1
K00742.01,11.521446064,17984.0,150.51,0.848,622.1,170.839688,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00743.01,19.40393776,8918.7,7.18,0.68,214.7,172.484253,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00744.01,19.221388942,74284.0,49.29,0.947,2317.0,184.5521637,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00745.01,16.46983774,10479.0,7.94,0.786,303.4,180.881761,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00746.01,9.27358173,1288.3,2.47,0.696,87.2,173.258155,CONFIRMED,KEPLER,CONFIRMED,1
K00747.01,6.02930329,1912.7,2.85,0.672,65.4,171.602959,CONFIRMED,KEPLER,CONFIRMED,1
K00748.01,2.696370652,397.9,1.58,0.819,48.2,170.73769,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00749.01,5.349553819,831.0,2.55,0.91,60.6,171.80694,CONFIRMED,KEPLER,CONFIRMED,1
K00749.02,3.94105221,363.3,1.7,0.91,28.9,136.08662,CONFIRMED,KEPLER,CONFIRMED,1
K00749.03,8.10904807,217.4,1.3,0.91,14.1,132.8031,CONFIRMED,KEPLER,CONFIRMED,1
K00113.01,386.6030528,24927.0,41.5,1.58,994.0,166.342079,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00750.01,21.67699193,857.2,2.95,0.828,34.3,171.53594,CONFIRMED,KEPLER,CONFIRMED,1
K00751.01,4.99677968,934.7,2.78,0.847,28.2,171.74208,CONFIRMED,KEPLER,CONFIRMED,1
K00769.01,4.280963604,750.8,2.3,0.831,61.8,171.89659,CONFIRMED,KEPLER,CONFIRMED,1
K00770.01,1.50635409,2211.7,4.53,0.831,181.1,170.998064,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00771.01,551.134255,18091.0,14.14,0.983,642.7,209.04355,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00772.01,61.2563628,5123.3,39.87,1.091,85.3,173.83826,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00773.01,38.3775486,724.2,2.82,1.036,34.7,172.82048,CONFIRMED,KEPLER,CONFIRMED,1
K00757.02,41.19725502,2213.9,3.86,0.848,51.2,165.00404,CONFIRMED,KEPLER,CONFIRMED,1
K00757.03,6.252962249,1036.9,2.65,0.848,47.1,171.30126,CONFIRMED,KEPLER,CONFIRMED,1
K00758.01,16.01308419,1121.9,3.1,0.826,33.2,176.3608,CONFIRMED,KEPLER,CONFIRMED,1
K00759.01,32.62876672,1804.8,3.36,0.798,80.0,194.1019,CONFIRMED,KEPLER,CONFIRMED,1
K00759.02,91.7732862,652.0,2.12,0.798,19.1,193.8378,CONFIRMED,KEPLER,CONFIRMED,1
K00760.01,4.959319244,9802.0,12.21,1.082,696.5,172.2585292,CONFIRMED,KEPLER,CONFIRMED,1
K00761.01,2.701287801,860.4,6.54,0.91,48.3,170.69579,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00762.01,4.49876511,460.0,2.1,0.969,29.5,171.34905,CONFIRMED,KEPLER,CONFIRMED,1
K00763.01,19.651209505,11766.0,12.42,1.063,513.4,179.401981,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00115.01,5.412203927,601.6,2.94,1.087,166.7,133.143089,CONFIRMED,KEPLER,CONFIRMED,1
K00764.01,41.43958662,2793.1,5.5,1.046,141.1,208.93203,CONFIRMED,KEPLER,CONFIRMED,1
K00765.01,8.35389523,1041.6,2.52,0.787,43.4,171.63257,CONFIRMED,KEPLER,CONFIRMED,1
K00766.01,4.125543472,1487.3,4.43,1.103,128.6,169.752585,CONFIRMED,KEPLER,CONFIRMED,1
K00767.01,2.816504904,16814.0,12.21,0.955,1406.8,170.9676846,CONFIRMED,KEPLER,CONFIRMED,1
K00768.01,33.93373447,8503.7,7.34,0.705,236.1,186.67608,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00786.01,3.689920099,426.7,1.89,0.917,35.6,170.36571,CONFIRMED,KEPLER,CONFIRMED,1
K00787.01,4.431238488,1010.9,3.25,1.015,71.1,171.015,CONFIRMED,KEPLER,CONFIRMED,1
K00787.02,11.37936986,1023.5,3.95,1.015,37.9,133.84992,CONFIRMED,KEPLER,CONFIRMED,1
K00788.01,26.39432897,1510.9,3.07,0.763,48.2,176.05459,CONFIRMED,KEPLER,CONFIRMED,1
K00116.01,13.57078281,511.7,2.64,1.012,88.4,136.279194,CONFIRMED,KEPLER,CONFIRMED,1
K00115.02,7.12594387,192.4,1.79,1.087,47.1,139.00492,CONFIRMED,KEPLER,CONFIRMED,1
K00774.01,7.442652004,24446.0,15.03,0.956,835.6,169.9717797,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00775.01,16.38489988,1127.1,2.0,0.615,28.9,172.72782,CONFIRMED,KEPLER,CONFIRMED,1
K00775.02,7.8774163,1306.1,2.16,0.615,38.7,176.3759,CONFIRMED,KEPLER,CONFIRMED,1
K00775.03,36.4454001,1122.3,1.99,0.615,21.7,151.60125,CONFIRMED,KEPLER,CONFIRMED,1
K00776.01,3.728732147,5226.5,6.02,0.809,345.2,171.793255,CONFIRMED,KEPLER,CONFIRMED,1
K00777.01,40.4195037,6256.0,7.51,0.781,36.9,173.56469,CANDIDATE,KEPLER,CANDIDATE,0
K00778.01,2.243380573,821.7,1.99,0.564,38.9,170.679233,CONFIRMED,KEPLER,CONFIRMED,1
K00779.01,10.405998015,14489.0,11.23,0.924,745.2,177.197466,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00780.01,2.337437946,971.2,2.34,0.765,82.4,171.761982,CONFIRMED,KEPLER,CONFIRMED,1
K00780.02,7.2406612,556.4,19.45,0.765,13.7,137.75545,CANDIDATE,KEPLER,CANDIDATE,0
K00115.03,3.43591631,29.9,0.59,1.087,8.7,132.6624,CANDIDATE,KEPLER,CANDIDATE,0
K00781.01,11.59822233,2804.5,2.65,0.473,71.0,180.395376,CONFIRMED,KEPLER,CONFIRMED,1
K00782.01,6.575315881,2793.3,5.31,0.989,221.1,173.634044,CONFIRMED,KEPLER,CONFIRMED,1
K00783.01,7.275040844,3001.0,4.86,0.867,312.1,169.994217,CONFIRMED,KEPLER,CONFIRMED,1
K00784.01,19.27153892,1219.8,1.93,0.56,37.1,186.77093,CONFIRMED,KEPLER,CONFIRMED,1
K00784.02,10.06524317,1053.3,1.91,0.56,30.3,136.28906,CONFIRMED,KEPLER,CONFIRMED,1
K00785.01,12.3935651,916.6,2.66,0.75,35.8,178.74725,CONFIRMED,KEPLER,CONFIRMED,1
K00116.02,43.84439721,615.2,2.87,1.012,83.7,151.93538,CONFIRMED,KEPLER,CONFIRMED,1
K00798.01,3.341913228,725.3,21.55,0.811,39.0,171.63943,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00799.01,1.626630225,1620.6,32.43,0.973,103.6,169.820171,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00800.01,2.711504086,837.5,3.12,1.076,64.5,170.03417,CONFIRMED,KEPLER,CONFIRMED,1
K00800.02,7.21203748,950.4,3.32,1.076,51.5,172.81782,CONFIRMED,KEPLER,CONFIRMED,1
K00789.01,14.1798187,459.9,1.88,0.878,11.2,171.50237,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00790.01,8.47237911,1123.5,2.59,0.788,47.6,174.16212,CONFIRMED,KEPLER,CONFIRMED,1
K00790.02,60.4189369,931.3,2.36,0.788,20.1,181.16367,CONFIRMED,KEPLER,CONFIRMED,1
K00791.01,12.611904345,6105.6,7.4,0.919,277.2,180.892284,CONFIRMED,KEPLER,CONFIRMED,1
K00792.01,1.433769925,1976.3,46.58,1.339,112.6,170.403536,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00793.01,10.31872301,871.7,28.59,1.06,38.2,173.31543,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00794.01,2.539183147,382.1,2.06,1.062,38.9,169.67494,CONFIRMED,KEPLER,CONFIRMED,1
K00795.01,6.770300385,1304.0,2.77,0.679,50.8,170.57662,CONFIRMED,KEPLER,CONFIRMED,1
K00796.01,0.4961574895,10967.0,27.51,0.636,299.7,169.865406,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00797.01,10.181584004,5741.1,7.73,0.836,183.6,177.141891,CANDIDATE,KEPLER,CANDIDATE,0
K00812.02,20.06036336,1494.7,1.96,0.493,35.2,147.46554,CONFIRMED,KEPLER,CONFIRMED,1
K00812.03,46.1842039,1394.7,1.83,0.493,26.0,165.23729,CONFIRMED,KEPLER,CONFIRMED,1
K00116.04,23.9800854,104.0,1.31,1.012,17.1,147.537,CONFIRMED,KEPLER,CONFIRMED,1
K00812.04,7.82502168,520.8,1.2,0.493,15.9,136.54995,CONFIRMED,KEPLER,CONFIRMED,1
K00813.01,3.895936525,8544.8,7.34,0.774,370.8,170.527552,CONFIRMED,KEPLER,CONFIRMED,1
K00814.01,22.36646466,986.8,2.32,0.734,32.1,175.45862,CONFIRMED,KEPLER,CONFIRMED,1
K00801.01,1.625522174,7969.0,9.73,1.106,799.7,170.8266564,CONFIRMED,KEPLER,CONFIRMED,1
K00802.01,19.620346923,21725.0,13.6,0.905,340.5,181.881819,CANDIDATE,KEPLER,CANDIDATE,0
K00803.01,7.544039,322.6,17.47,0.824,14.2,171.7982,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00804.01,9.02930689,1019.8,2.57,0.82,53.9,177.20422,CONFIRMED,KEPLER,CONFIRMED,1
K00805.01,10.328035714,16918.0,13.28,1.024,636.8,174.581054,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00806.01,143.2063047,10566.0,8.9,0.867,138.8,154.23552,CONFIRMED,KEPLER,CONFIRMED,1
K00116.03,6.164876,55.8,0.79,1.012,14.4,135.63916,CONFIRMED,KEPLER,CONFIRMED,1
K00806.02,60.32494216,20280.0,12.19,0.867,347.2,243.892578,CONFIRMED,KEPLER,CONFIRMED,1
K00806.03,29.1598615,488.0,1.91,0.867,11.6,150.69922,CONFIRMED,KEPLER,CONFIRMED,1
K00807.01,1.540397253,816.1,25.69,0.915,38.8,170.50479,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00808.01,2.99025443,589.2,1.7,0.731,48.5,171.9834,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00809.01,1.594745374,15044.0,11.3,0.893,1009.3,170.6483505,CONFIRMED,KEPLER,CONFIRMED,1
K00810.01,4.783002698,1008.7,2.5,0.807,70.6,170.508434,CONFIRMED,KEPLER,CONFIRMED,1
K00811.01,20.50588921,2105.5,3.41,0.761,78.5,181.43428,CONFIRMED,KEPLER,CONFIRMED,1
K00812.01,3.340218842,1632.6,2.03,0.493,71.6,171.979062,CONFIRMED,KEPLER,CONFIRMED,1
K00828.01,2.507089906,1339.2,30.26,0.939,64.9,171.002455,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00829.01,18.64932728,893.6,3.12,1.053,46.1,174.771,CONFIRMED,KEPLER,CONFIRMED,1
K00117.02,4.90144976,140.7,1.7,1.402,50.6,138.60548,CONFIRMED,KEPLER,CONFIRMED,1
K00829.02,9.75192101,418.0,2.76,1.053,28.5,138.78608,CONFIRMED,KEPLER,CONFIRMED,1
K00829.03,38.5576546,993.0,4.02,1.053,39.7,163.85063,CONFIRMED,KEPLER,CONFIRMED,1
K00830.01,3.525632539,22335.0,11.58,0.793,1996.7,170.0479951,CONFIRMED,KEPLER,CONFIRMED,1
K00815.01,34.84398644,4523.6,7.61,0.871,76.8,172.633252,CANDIDATE,KEPLER,CANDIDATE,0
K00816.01,7.748094239,2472.1,5.52,1.085,113.2,174.997206,CONFIRMED,KEPLER,CONFIRMED,1
K00817.01,23.96793669,1182.3,1.8,0.524,27.5,186.22182,CONFIRMED,KEPLER,CONFIRMED,1
K00817.02,8.29561738,824.3,1.82,0.524,17.9,135.79284,CONFIRMED,KEPLER,CONFIRMED,1
K00818.01,8.11437482,1558.0,2.1,0.517,56.4,176.33968,CONFIRMED,KEPLER,CONFIRMED,1
K00819.01,38.036729482,82872.0,27.5,0.932,1300.0,196.934947,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00820.01,4.64090031,2450.6,30.09,0.826,296.9,173.64638,CANDIDATE,KEPLER,CANDIDATE,0
K00011.01,3.747838198,616.0,13.65,0.826,138.2,171.66504,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00117.01,14.74914825,430.2,2.89,1.402,107.4,138.77799,CONFIRMED,KEPLER,CONFIRMED,1
K00821.01,21.81295996,1175.4,3.38,0.999,37.8,174.01085,CONFIRMED,KEPLER,CONFIRMED,1
K00822.01,7.91936937,15148.0,10.34,0.776,389.0,172.181092,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00823.01,1.028436523,8098.0,72.77,0.99,89.6,170.228582,CANDIDATE,KEPLER,CANDIDATE,0
K00824.01,15.37562369,15337.0,11.01,0.833,166.0,173.61402,CONFIRMED,KEPLER,CONFIRMED,1
K00825.01,8.10363271,887.9,2.11,0.732,39.3,176.9486,CONFIRMED,KEPLER,CONFIRMED,1
K00825.02,4.71510843,417.5,1.46,0.732,21.3,134.96178,CONFIRMED,KEPLER,CONFIRMED,1
K00826.01,6.365839713,780.7,2.44,0.849,70.8,171.13575,CONFIRMED,KEPLER,CONFIRMED,1
K00827.01,5.97581754,962.4,3.86,0.997,50.3,174.77602,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00839.01,2.446737317,1177.9,26.25,0.863,110.2,170.66951,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00840.01,3.04033046,10859.0,8.99,0.791,568.2,169.9490106,CONFIRMED,KEPLER,CONFIRMED,1
K00841.01,15.33528675,3081.4,5.0,0.817,86.6,174.00278,CONFIRMED,KEPLER,CONFIRMED,1
K00117.04,7.95825328,50.0,1.06,1.402,14.7,137.80219,CONFIRMED,KEPLER,CONFIRMED,1
K00841.02,31.33046135,5073.8,6.5,0.817,117.2,153.43031,CONFIRMED,KEPLER,CONFIRMED,1
K00831.01,3.9043425,16228.0,12.28,0.898,323.4,173.393734,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00832.01,9.286358079,44791.0,17.61,0.821,1671.1,171.8214689,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00833.01,3.951405455,2453.9,31.44,0.869,117.2,173.276125,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00834.01,23.65369415,3341.8,7.89,1.384,266.3,171.376107,CONFIRMED,KEPLER,CONFIRMED,1
K00834.02,13.23352214,504.6,3.06,1.384,49.1,140.32196,CONFIRMED,KEPLER,CONFIRMED,1
K00834.03,6.15560285,285.0,2.32,1.384,35.1,134.81656,CONFIRMED,KEPLER,CONFIRMED,1
K00834.04,2.090811305,115.9,1.62,1.384,19.9,134.17462,CONFIRMED,KEPLER,CONFIRMED,1
K00117.03,3.180027898,120.3,1.53,1.402,50.4,133.49863,CONFIRMED,KEPLER,CONFIRMED,1
K00834.05,50.4467417,370.3,2.67,1.384,19.4,178.5014,CONFIRMED,KEPLER,CONFIRMED,1
K00835.01,11.76307164,1037.3,2.35,0.756,48.9,180.93613,CONFIRMED,KEPLER,CONFIRMED,1
K00835.02,56.2279271,862.7,2.37,0.756,20.9,132.29259,CONFIRMED,KEPLER,CONFIRMED,1
K00836.01,2.384052875,1268.1,17.06,0.701,50.5,171.58362,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00837.01,7.953547,875.4,2.25,0.779,38.4,174.66224,CONFIRMED,KEPLER,CONFIRMED,1
K00837.02,4.14451656,391.8,1.48,0.779,22.8,135.92831,CONFIRMED,KEPLER,CONFIRMED,1
K00838.01,4.859386384,6044.3,38.33,0.988,269.7,173.011469,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00850.01,10.526294577,9768.0,8.24,0.793,482.3,176.522462,CONFIRMED,KEPLER,CONFIRMED,1
K00851.01,4.583520948,3812.1,5.39,0.877,99.5,169.973972,CONFIRMED,KEPLER,CONFIRMED,1
K00852.01,3.76181843,510.6,2.66,0.949,35.9,171.90364,CONFIRMED,KEPLER,CONFIRMED,1
K00853.01,8.20396958,1024.4,3.01,0.826,54.4,169.69138,CONFIRMED,KEPLER,CONFIRMED,1
K00853.02,14.49645186,647.5,3.01,0.826,25.7,143.41659,CONFIRMED,KEPLER,CONFIRMED,1
K00841.03,6.54626149,655.9,2.19,0.817,24.8,133.85964,CONFIRMED,KEPLER,CONFIRMED,1
K00842.01,12.71809866,1149.4,2.31,0.686,52.7,175.35526,CONFIRMED,KEPLER,CONFIRMED,1
K00842.02,36.06588163,1563.8,2.64,0.686,51.7,198.58423,CONFIRMED,KEPLER,CONFIRMED,1
K00843.01,4.190425659,2877.4,6.21,1.135,240.6,171.44122,CONFIRMED,KEPLER,CONFIRMED,1
K00844.01,3.709870784,2020.3,4.35,0.978,116.1,171.987982,CONFIRMED,KEPLER,CONFIRMED,1
K00845.01,16.3297527,1187.5,3.75,0.987,74.6,177.29506,CONFIRMED,KEPLER,CONFIRMED,1
K00846.01,27.807566216,25391.0,13.84,0.785,748.1,186.713552,CONFIRMED,KEPLER,CONFIRMED,1
K00847.01,80.8723469,3604.6,7.59,1.238,160.9,203.895,CONFIRMED,KEPLER,CONFIRMED,1
K00848.01,3.166465862,4357.2,26.82,0.704,122.1,172.002627,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00118.01,24.99324319,269.6,2.29,1.317,62.0,138.68167,CONFIRMED,KEPLER,CONFIRMED,1
K00849.01,10.35533116,750.6,2.47,0.918,49.2,170.93729,CONFIRMED,KEPLER,CONFIRMED,1
K00867.01,16.08518937,1442.4,3.68,0.826,62.6,180.28319,CONFIRMED,KEPLER,CONFIRMED,1
K00868.01,235.9986399,20715.0,10.59,0.657,271.8,208.399822,CANDIDATE,KEPLER,CANDIDATE,0
K00869.01,7.49018305,1123.6,2.56,0.787,53.0,174.95037,CONFIRMED,KEPLER,CONFIRMED,1
K00869.02,36.2761238,1572.6,3.03,0.787,45.5,201.2869,CONFIRMED,KEPLER,CONFIRMED,1
K00869.03,17.46087931,812.4,2.32,0.787,22.6,137.26594,CONFIRMED,KEPLER,CONFIRMED,1
K00854.01,56.0560754,1626.0,1.94,0.491,27.4,201.16578,CONFIRMED,KEPLER,CONFIRMED,1
K00855.01,41.408316686,22839.0,11.38,0.747,907.8,195.78745,CONFIRMED,KEPLER,CONFIRMED,1
K00856.01,39.74893077,15179.0,14.21,0.964,561.1,172.854644,CANDIDATE,KEPLER,CANDIDATE,0
K00857.01,5.715425977,908.1,2.47,0.826,59.4,174.87931,CONFIRMED,KEPLER,CONFIRMED,1
K00119.01,49.18394185,1646.2,8.2,2.057,355.7,141.911924,CONFIRMED,KEPLER,CONFIRMED,1
K00857.02,20.0261412,421.2,2.28,0.826,10.7,146.91109,CONFIRMED,KEPLER,CONFIRMED,1
K00858.01,13.61014819,5732.9,19.02,0.903,184.1,173.987319,CANDIDATE,KEPLER,CANDIDATE,0
K00859.01,10.44331991,1159.8,2.66,0.802,51.7,175.4046,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00861.01,2.237489571,315.8,1.41,0.81,30.7,170.81914,CONFIRMED,KEPLER,CONFIRMED,1
K00862.01,5.851520671,33004.0,14.62,0.806,1630.4,173.8228336,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00863.01,3.167893418,781.2,2.62,0.94,64.8,172.147959,CONFIRMED,KEPLER,CONFIRMED,1
K00864.01,4.311780262,1154.0,3.11,0.927,86.1,173.576483,CONFIRMED,KEPLER,CONFIRMED,1
K00864.02,20.0504494,840.9,2.69,0.927,37.8,188.08821,CONFIRMED,KEPLER,CONFIRMED,1
K00864.03,9.76734503,569.1,2.67,0.927,21.1,186.57718,CONFIRMED,KEPLER,CONFIRMED,1
K00865.01,119.0207044,7430.5,8.98,1.062,223.5,222.236492,CANDIDATE,KEPLER,CANDIDATE,0
K00119.02,190.3200468,1141.7,7.78,2.057,139.3,312.68498,CONFIRMED,KEPLER,CONFIRMED,1
K00866.01,2.861159894,1014.3,4.37,1.021,58.3,171.648106,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00880.01,26.44439337,1843.5,3.91,0.929,88.0,194.12074,CONFIRMED,KEPLER,CONFIRMED,1
K00880.02,51.53997972,3644.3,5.51,0.929,155.5,174.055011,CONFIRMED,KEPLER,CONFIRMED,1
K00880.03,5.902245782,702.3,2.43,0.929,59.3,136.78393,CONFIRMED,KEPLER,CONFIRMED,1
K00880.04,2.382951591,391.6,1.86,0.929,41.4,135.080841,CONFIRMED,KEPLER,CONFIRMED,1
K00881.01,21.02250608,1772.5,3.07,0.75,62.4,207.67593,CONFIRMED,KEPLER,CONFIRMED,1
K00869.04,3.219814777,488.2,1.69,0.787,30.5,133.00406,CONFIRMED,KEPLER,CONFIRMED,1
K00870.01,5.912273234,961.4,1.73,0.57,62.8,172.184012,CONFIRMED,KEPLER,CONFIRMED,1
K00870.02,8.98581901,881.3,1.65,0.57,51.8,175.68418,CONFIRMED,KEPLER,CONFIRMED,1
K00871.01,12.940668656,42450.0,22.94,0.809,307.5,179.423014,CANDIDATE,KEPLER,CANDIDATE,0
K00120.01,20.5452375,218.5,2.41,1.264,18.5,137.91394,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00872.01,33.60123371,7425.9,8.46,0.93,247.9,186.680343,CONFIRMED,KEPLER,CONFIRMED,1
K00872.02,6.76652928,450.7,1.97,0.93,29.2,138.0637,CONFIRMED,KEPLER,CONFIRMED,1
K00873.01,4.347288783,451.6,2.36,1.122,39.7,172.23343,CONFIRMED,KEPLER,CONFIRMED,1
K00874.01,4.601811819,755.9,2.35,0.833,60.8,169.98108,CONFIRMED,KEPLER,CONFIRMED,1
K00874.02,11.18719905,353.6,1.55,0.833,21.9,137.17814,CONFIRMED,KEPLER,CONFIRMED,1
K00875.01,4.220965778,2260.0,2.62,0.517,157.8,170.622433,CONFIRMED,KEPLER,CONFIRMED,1
K00876.01,6.998099523,20285.0,179.36239999999793,0.829,192.3,171.898913,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00877.01,5.95489993,1410.7,2.33,0.633,87.2,170.955871,CONFIRMED,KEPLER,CONFIRMED,1
K00877.02,12.03987488,1250.6,2.18,0.633,57.6,181.22536,CONFIRMED,KEPLER,CONFIRMED,1
K00877.03,20.83762895,439.0,1.42,0.633,14.9,132.08488,CONFIRMED,KEPLER,CONFIRMED,1
K00121.01,8.8111022,401.1,63.66,2.404,76.8,136.4568,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00878.01,23.58917143,1200.7,3.16,0.721,53.3,173.81994,CONFIRMED,KEPLER,CONFIRMED,1
K00123.01,6.481633073,298.5,2.54,1.302,125.6,122.977657,CONFIRMED,KEPLER,CONFIRMED,1
K00892.01,10.37168928,1254.9,3.2,0.888,64.5,172.61729,CONFIRMED,KEPLER,CONFIRMED,1
K00892.02,3.96996298,299.2,1.78,0.888,15.0,137.75447,CONFIRMED,KEPLER,CONFIRMED,1
K00893.01,4.40841331,549.4,2.66,0.961,45.1,172.18582,CONFIRMED,KEPLER,CONFIRMED,1
K00894.01,7.9426176,1590.7,4.68,0.926,60.4,174.52563,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00881.02,226.8904775,3136.4,4.53,0.75,46.8,207.35971,CONFIRMED,KEPLER,CONFIRMED,1
K00882.01,1.956811408,24905.0,21.58,0.603,125.4,170.694208,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00883.01,2.688899233,37492.0,12.04,0.639,1011.6,170.1020904,CANDIDATE,KEPLER,CANDIDATE,0
K00884.01,9.439459486,3036.1,4.16,0.779,175.2,177.186096,CONFIRMED,KEPLER,CONFIRMED,1
K00122.01,11.523067458,507.3,3.13,1.411,142.0,131.969055,CONFIRMED,KEPLER,CONFIRMED,1
K00884.02,20.47748843,1382.4,2.92,0.779,52.7,178.66786,CONFIRMED,KEPLER,CONFIRMED,1
K00884.03,3.336123113,516.3,1.74,0.779,41.6,135.31623,CONFIRMED,KEPLER,CONFIRMED,1
K00886.01,8.01078456,1333.6,1.72,0.47,48.5,170.20739,CONFIRMED,KEPLER,CONFIRMED,1
K00886.02,12.07134205,759.2,1.29,0.47,31.0,143.45948,CONFIRMED,KEPLER,CONFIRMED,1
K00886.03,20.99587872,767.3,1.3,0.47,18.2,152.31554,CONFIRMED,KEPLER,CONFIRMED,1
K00887.01,7.41113177,620.5,2.45,0.919,50.4,175.34754,CONFIRMED,KEPLER,CONFIRMED,1
K00888.01,1.000747038,1823.5,4.14,0.79,147.4,169.974229,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00889.01,8.884922995,16053.0,10.51,0.843,388.2,169.991686,CONFIRMED,KEPLER,CONFIRMED,1
K00890.01,8.09888906,6911.1,8.95,1.076,435.9,176.623731,CONFIRMED,KEPLER,CONFIRMED,1
K00891.01,10.00653012,936.1,3.52,1.001,71.9,176.96898,CONFIRMED,KEPLER,CONFIRMED,1
K00012.01,17.855221681,9065.2,13.16,1.367,915.7,146.596466,CONFIRMED,KEPLER,CONFIRMED,1
K00901.01,12.732624065,6465.7,4.87,0.541,210.5,176.939054,CANDIDATE,KEPLER,CANDIDATE,0
K00902.01,83.92494032,7958.7,4.78,0.509,182.1,236.76334,CANDIDATE,KEPLER,CANDIDATE,0
K00903.01,5.007316661,6932.3,6.96,0.827,431.4,173.433997,CONFIRMED,KEPLER,CONFIRMED,1
K00904.01,2.211116989,724.2,1.85,0.646,42.6,170.150139,CONFIRMED,KEPLER,CONFIRMED,1
K00904.02,27.9541337,942.5,1.9,0.646,25.4,178.73791,CONFIRMED,KEPLER,CONFIRMED,1
K00124.01,12.69104387,252.1,2.57,1.626,60.2,137.12594,CONFIRMED,KEPLER,CONFIRMED,1
