source_id,period_days,transit_depth_ppm,planet_radius_re,stellar_radius_rs,snr,epoch,label_raw,mission,label_coarse,label_binary
EPIC 201257461.01,50.27762,,179.36239999999793,8.838689999999987,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 201258341.01,10.50439,,1.75,0.878,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201259803.01,1.684208,,5.51,0.431,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201264302.01,0.4961574895,,0.77,0.29626598,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201270176.01,1.57771549,,,1.15585,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201270464.01,1.57771549,,,2.56752,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201274010.01,13.0113,,2.43,0.880221,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201291843.01,40.70206194,,,0.572892,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201299088.01,21.204739,,9.11013939,1.761722,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201324549.01,2.5194078,,7.99,1.72,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 201352100.01,13.38382,,2.7,0.65973,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201357835.01,11.8951,,,0.68,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201359834.01,40.1401,,20.8,0.716,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201366540.01,7.4433,,2.73,0.724,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201390927.01,2.638,,2.91,,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201392505.01,27.47083,,3.36,0.749863,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201407812.01,2.8268121,,40.1,0.98,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201427007 b,0.72091,,1.5,0.94,,,CONFIRMED,K2,CONFIRMED,1
EPIC 201441872.01,4.441258,,1.12422498,0.833852,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201445732.01,11.20381,,2.18,1.1,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201456770.01,8.006875,,2.384,0.846,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201488365.01,3.3643115,,85.6,1.32,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201497682 b,2.13174,,0.692,,,,CONFIRMED,K2,CONFIRMED,1
EPIC 201497682.01,13.8394,,1.29,0.554,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201497682.02,7.7991586,,1.57,0.7,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201497682.04,3.883,,1.06,0.554,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201512465.01,2.333123,,2.95,0.29626598,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201515470.01,20.2073,,2.12,0.7624,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201516974.01,36.762337,,3.44,0.75,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201521212.01,19.565799,,6.412,0.854,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201528215.01,6.3991398,,1.85,0.8,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201534540.01,2.72273204,,,2.85976,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201541160.01,15.695142,,2.028,0.625,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201543531.01,2.48038,,1.44,1.27,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201546136.01,1.96712,,1.73,0.826,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201555883.01,,,,0.52,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 201556134.01,12.726743,,1.91,0.73,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201561956.01,13.2359,,2.09,0.924,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201563164.01,0.4961574895,,179.36239999999793,8.838689999999987,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201565013.01,8.63795,,15.1,0.438,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201569483.01,5.79687,,27.81,0.79,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 201577017.01,0.4961574895,,20.1,0.522,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201577112.01,44.394,,4.07,0.318,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201588420.01,3.2908998,,1.57,0.72,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201595106 b,0.877183,,1.40575209,0.932487,,,CONFIRMED,K2,CONFIRMED,1
EPIC 201596733.01,2.896528,,1.45,0.29626598,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201606542.01,0.4961574895,,1.22,0.82,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201615463 c,3.80464,,1.22,,,,CONFIRMED,K2,CONFIRMED,1
EPIC 201617985.01,7.28131,,1.9,0.51,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201619647.01,4.58328,,2.21,0.545,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201619647.02,1.65336,,1.51,0.545,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201626686.01,5.28130579,,,2.66957,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201631267.01,440.0,,16.3,0.85,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201635132.01,30.0,,22.8,0.89,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201635132.02,,,24.9,0.6009,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201639576.01,7.655533,,2.328,0.751,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201649426.01,27.77045,,32.79,8.15,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 201650711.01,0.4961574895,,0.742,0.59,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201650711.02,5.54583,,0.59,0.34,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201654498.01,18.4502,,2.52,0.717,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201663879.02,35.621,,1.89,0.898,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201666578.01,4.1333,,1.2,0.312,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201683540.01,1.96133691104,,15.86577929,1.06738,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201702477.01,40.7362,,7.28,0.85,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201705526.01,18.10220826,,,2.04778,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201717159.01,0.60408352,,2.26,0.67,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201717274.01,3.5269024,,2.98,0.67,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201720401.01,551.134255,,12.8,0.88,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201729655.01,9.321691,,17.325,0.678,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201732557.01,6.662,,1.59,0.483,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201754305 d,2.71578,,1.03,,,,CONFIRMED,K2,CONFIRMED,1
EPIC 201757695.02,2.0478,,0.90819,0.655,,,CONFIRMED,K2,CONFIRMED,1
EPIC 201775904.01,,,35.0,1.266,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201779067.01,27.242912,,18.8,0.9,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 201785059.01,1.3951513,,0.879,0.32,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201793642.01,15.3791,,1.89,0.336,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201828749.01,33.515399,,2.03,0.65,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201833600 c,3.96165,,1.48,0.634,,,CONFIRMED,K2,CONFIRMED,1
EPIC 201837434.01,6.97251,,2.01,0.6252,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201841433 b,4.16888,,1.41,0.628,,,CONFIRMED,K2,CONFIRMED,1
EPIC 201841433.01,12.339133,,2.59,0.73,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201846824.01,2.89465,,1.75,0.702,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201856786.01,3.83794,,1.51,0.809,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201856786.02,5.24086,,1.46,0.809,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201892470.01,551.134255,,12.2,0.93,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201896171.01,8.91058,,2.8,1.028,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201920032.01,28.2717,,,1.02594,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201920032.02,4.73172,,1.7,1.028,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201923289.01,0.78214992,,1.29,0.79,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201925324.01,15.4769,,2.89,0.66,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201927336.01,6.45027,,2.29,0.894,,,CANDIDATE,K2,CANDIDATE,0
EPIC 201928106.01,1.19478,,1.65,0.29626598,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 201929294.01,,,,0.7,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 202059377.01,1.57753,,26.0,1.93,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 202060800.01,3.262038,,,5.27397,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202062450.01,4.4654,,45.0,2.3,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202064253.01,21.140574,,31.5,1.29,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202065819.01,5.74372,,,,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202066192.01,3.2923818,,19.6,1.87,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202066537.01,6.9055211,,33.6,1.89,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202066811.01,1.696374,,35.3,1.793,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202071289.01,3.04622,,29.0,0.89,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202071401.01,3.2367,,1.58,0.74,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202071635.01,6.2719092,,60.0,1.81,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202071645.01,23.7782,,98.0,2.09,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 202071725.01,1.42636,,6.66,4.28,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202072596.01,3.979287,,37.5,1.84,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202072965.01,2.1417519,,86.2,1.59,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202084970.01,2.86136,,,0.50129,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202085553.01,3.10622,,,0.501135,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202085597.01,1.814553,,,8.838689999999987,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202085698.01,17.1541,,,8.838689999999987,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202085934.01,12.1507,,1.48,0.83,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202086291.01,2.4343734,,61.4,0.9,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202086968.01,1.8490876,,17.3,0.96,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202088212.01,2.62077,,58.0,1.4,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202089657.01,1.3144014,,2.78,1.23,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202090152.01,4.8045244,,3.62,1.28,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202090723.01,6.14818,,,2.29043,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202090737.01,1.49761,,,,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202091388.01,6.4804111,,3.39,0.89,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202092480.01,2.8445331,,65.3,1.16,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202092559.01,0.6687,,2.22,1.942,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202092782.01,13.3461,,42.0,2.575,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202093020.01,4.1376047,,7.33,0.7,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202093968.01,2.469851,,6.6,1.479,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202094740.01,0.689647,,6.58,1.08,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202126847.01,4.1687922,,16.1,1.14,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202126853.01,21.17051,,81.0,2.536,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202126884.01,5.319075,,20.0,2.28,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202126887.01,12.866539,,22.3,1.18,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 202126888.01,1.84617,,2.14,0.29626598,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 202137637.01,6.6223,,,5.54598,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202139294.01,0.5217136,,179.36239999999793,8.838689999999987,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202565282.01,11.97495,,179.36239999999793,3.4,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202600948.01,5.9895,,2.04,1.03,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202634963.01,28.707623,,21.2,1.03,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202675839.01,15.466674,,16.12109089,1.231429,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202688980.01,1.45556515,,71.0,2.043,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202710713.01,3.3255,,179.36239999999793,8.838689999999987,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202774883.01,13.1426,,179.36239999999793,8.838689999999987,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202821899.01,4.47471,,22.0,2.486,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202843107.01,2.1989041,,46.6,0.75,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202893157.01,4.1657292,,1.86,0.36,,,CANDIDATE,K2,CANDIDATE,0
EPIC 202963882.01,0.6308,,,,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 202971774.01,0.4961574895,,6.1,1.792,,,CANDIDATE,K2,CANDIDATE,0
EPIC 203042994.01,12.99109,,43.0,4.5,,,CANDIDATE,K2,CANDIDATE,0
EPIC 203070421.01,1.7359447,,1.89,0.84,,,CANDIDATE,K2,CANDIDATE,0
EPIC 203099398.01,1.83916,,0.62,0.48,,,CANDIDATE,K2,CANDIDATE,0
EPIC 203139512.01,2.032664,,1.92,0.535,,,CANDIDATE,K2,CANDIDATE,0
EPIC 203139512.02,6.11706,,1.76,0.535,,,CANDIDATE,K2,CANDIDATE,0
EPIC 203294831.01,1.8590179,,30.5,1.33,,,CANDIDATE,K2,CANDIDATE,0
EPIC 203311200.01,,,12.81,1.947,,,CANDIDATE,K2,CANDIDATE,0
EPIC 203476597.01,1.4408,,,1.58859,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 203485624.01,0.841202,,82.0,2.31,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 203518244.01,0.8411257,,0.884,0.66,,,CANDIDATE,K2,CANDIDATE,0
EPIC 203533312.01,0.4961574895,,3.11,1.15,,,CANDIDATE,K2,CANDIDATE,0
EPIC 203560204.01,29.33873041,,,0.528528,,,CANDIDATE,K2,CANDIDATE,0
EPIC 203581469.01,22.7984,,9.0,1.37,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 203616858.01,1.68027,,2.9,1.275,,,CANDIDATE,K2,CANDIDATE,0
EPIC 203623230.01,2.54427583,,,3.23826,,,CANDIDATE,K2,CANDIDATE,0
EPIC 203633064.01,0.7099504,,80.0,2.065,,,CANDIDATE,K2,CANDIDATE,0
EPIC 203692610.01,1.8204,,,0.5139,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 203710387.01,1.4044283,,3.66,0.29626598,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 203753577.01,3.4007758,,5.57,0.89,,,CANDIDATE,K2,CANDIDATE,0
EPIC 203771098.03,,,7.51,1.249,,,CANDIDATE,K2,CANDIDATE,0
EPIC 203784668.01,,,,,,,CANDIDATE,K2,CANDIDATE,0
EPIC 203823381.01,8.2766395,,0.724,0.29626598,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 203849738.01,0.6199,,,0.596423,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 203867512.01,28.465633,,18.4,0.96,,,CANDIDATE,K2,CANDIDATE,0
EPIC 203868608.01,4.5417,,,0.641751,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 203914123.01,551.134255,,12.0,0.74,,,CANDIDATE,K2,CANDIDATE,0
EPIC 203925865.01,8.79689,,4.85,2.047,,,CANDIDATE,K2,CANDIDATE,0
EPIC 203929178.01,1.153886,,99.0,1.8,,,CANDIDATE,K2,CANDIDATE,0
EPIC 203942067.01,1.6398934,,33.0,0.79,,,CANDIDATE,K2,CANDIDATE,0
EPIC 204043888.01,1.486243,,58.0,1.87,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 204057095.01,23.21037,,15.3,1.207,,,CANDIDATE,K2,CANDIDATE,0
EPIC 204124270.01,1.330023,,44.0,2.4,,,CANDIDATE,K2,CANDIDATE,0
EPIC 204128016.01,50.73641,,10.31,1.349,,,CANDIDATE,K2,CANDIDATE,0
EPIC 204143627.01,1.124,,,0.50547,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 204165788.01,0.7474,,,,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 204197636.01,46.1373,,2.6,0.723,,,CANDIDATE,K2,CANDIDATE,0
EPIC 204276894.01,1.957,,,8.838689999999987,,,CANDIDATE,K2,CANDIDATE,0
EPIC 204308061.01,22.6398,,1.27,0.862,,,CANDIDATE,K2,CANDIDATE,0
EPIC 204312847.01,24.193613,,30.7,0.87,,,CANDIDATE,K2,CANDIDATE,0
EPIC 204322265.01,2.784496,,2.09,0.29626598,,,CANDIDATE,K2,CANDIDATE,0
EPIC 204346718.01,0.64292573,,,0.362033,,,CANDIDATE,K2,CANDIDATE,0
EPIC 204364515.01,1.4562,,,,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 204432860.01,2.8742,,,1.41662,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 204489514.01,10.2236,,132.0,2.04,,,CANDIDATE,K2,CANDIDATE,0
EPIC 204506777.01,1.6281,,,2.74444,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 204529573.01,2.7518,,0.669,0.647,,,CANDIDATE,K2,CANDIDATE,0
EPIC 204546592.01,,,133.0,8.12,,,CANDIDATE,K2,CANDIDATE,0
EPIC 204576757.01,23.277669,,32.8,0.68,,,CANDIDATE,K2,CANDIDATE,0
EPIC 204579445.01,24.6842,,2.49,1.17,,,CANDIDATE,K2,CANDIDATE,0
EPIC 204634789.01,2.2,,8.4,0.87,,,CANDIDATE,K2,CANDIDATE,0
EPIC 204649811.01,2.64594828,,,1.98054,,,CANDIDATE,K2,CANDIDATE,0
EPIC 204658292.01,20.98296043,,,0.739921,,,CANDIDATE,K2,CANDIDATE,0
EPIC 204676499.01,1.5271792,,,0.899453,,,CANDIDATE,K2,CANDIDATE,0
EPIC 204750116.02,7.8392,,1.46,1.115,,,CANDIDATE,K2,CANDIDATE,0
EPIC 204760247.01,9.2048,,,3.61562,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 204763194.01,2.320937,,15.7,1.157,,,CANDIDATE,K2,CANDIDATE,0
EPIC 204791347.01,1.94297,,2.571,0.436,,,CANDIDATE,K2,CANDIDATE,0
EPIC 204873331.01,1.3179,,55.0,1.07,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 204880394.01,0.4961574895,,,,,,CANDIDATE,K2,CANDIDATE,0
EPIC 204882444.01,1.1488,,,0.984957,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 204884005.01,46.40651,,3.35,0.73,,,CANDIDATE,K2,CANDIDATE,0
EPIC 204888276.01,16.563155,,1.66,0.48,,,CANDIDATE,K2,CANDIDATE,0
EPIC 204914585.01,18.3647,,2.61,1.22,,,CANDIDATE,K2,CANDIDATE,0
EPIC 204990932.01,21.9184,,3.18,0.72,,,CANDIDATE,K2,CANDIDATE,0
EPIC 204991696.01,49.8558,,3.29,1.359,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205029914.01,4.9815,,2.39,0.92,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205040048.01,3.30524,,6.6,1.79,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205046529.01,1.8361,,,,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 205047565.01,14.5444413,,,,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205050711.01,4.30221683,,,4.08069,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205064326.01,8.02335,,86.0,5.13,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 205084841.01,11.31009,,130.0,8.838689999999987,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205145448.01,16.63091654,,,1.27372,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205146011.01,1.057171,,1.51,1.004,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205148699.01,4.3772986,,16.6,0.78,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 205152172.01,0.980294,,1.81,0.685,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205170731.01,14.2005,,2.36,0.786,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205205452.01,28.8077,,2.08,0.29626598,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205224877.01,3.75927,,68.0,8.838689999999987,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205242733.01,2.4165066,,0.988,0.38,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205252523.01,4.4984354,,3.12,0.66,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205377483.01,0.4961574895,,13.7,2.16,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205463986.01,2.3240489,,33.4,0.78,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205470347.01,1.86732,,0.648,0.693,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205483055.01,22.9735,,2.61,1.067,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205483258.01,5.6683,,,0.956267,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 205489894.01,14.65835,,1.12,0.339,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205503762.01,6.4349,,2.47,1.493,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205530323.01,4.27065,,7.6,1.5,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205530323.02,7.64309,,8.0,1.5,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205570849.01,16.858,,5.6,1.07,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205618538.01,2.167697,,12.14,2.489,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205632508.01,19.2299,,1.96,0.612,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205652650.01,5.07152,,3.2,0.426,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205703094.01,8.1191,,57.0,1.2,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205703094.02,16.235,,11.0,1.2,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205703094.03,24.9922,,36.0,1.2,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 205938820.01,4.20773,,1.47,0.834,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205939498.01,1.1761477,,19.3,2.38,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205943325.01,27.270191,,2.5,1.612,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205944181.01,2.475573,,2.98,0.888,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205947161.01,17.72507,,45.0,1.33,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205947214.01,54.169832,,22.0,0.55,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205950854 c,8.0468,,1.18,,,,CONFIRMED,K2,CONFIRMED,1
EPIC 205951125.01,6.79143,,1.72,0.609,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205957328.01,14.3533,,2.18,0.855,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205962305.01,1.88282,,2.6,0.29626598,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205969319.01,6.4756,,1.85,1.339,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205976958.01,2.3181466,,2.9,0.67,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205979483.01,12.4292,,1.1126,0.814,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 205981465.01,6.37733,,0.76,0.29626598,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205990339.01,19.441899,,4.15,0.29626598,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 205996447.01,0.80032756,,21.3,0.61,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205998649.01,8.3958,,3.95,1.996,,,CANDIDATE,K2,CANDIDATE,0
EPIC 205999468.01,12.263354,,2.16,0.76,,,CANDIDATE,K2,CANDIDATE,0
EPIC 206011849.01,10.3631,,1.64,0.613,,,CANDIDATE,K2,CANDIDATE,0
EPIC 206024342 b,4.50756,,1.7,,,,CONFIRMED,K2,CONFIRMED,1
EPIC 206024342 c,0.911618,,1.16,0.823,,,CONFIRMED,K2,CONFIRMED,1
EPIC 206024342 d,14.647531,,2.6,1.1,,,CONFIRMED,K2,CONFIRMED,1
EPIC 206028176.01,9.3813402,,2.86,1.39,,,CANDIDATE,K2,CANDIDATE,0
EPIC 206029242.01,5.6505,,1.33,1.012,,,CANDIDATE,K2,CANDIDATE,0
EPIC 206029450.01,4.23119,,2.17,0.516,,,CANDIDATE,K2,CANDIDATE,0
EPIC 206031623.01,9.9487,,1.48,1.136,,,CANDIDATE,K2,CANDIDATE,0
EPIC 206032309 b,2.87814,,1.01,,,,CONFIRMED,K2,CONFIRMED,1
EPIC 206032309.01,4.1107634,,1.01,0.29626598,,,CANDIDATE,K2,CANDIDATE,0
EPIC 206036749.01,1.131305,,3.93,1.122,,,CANDIDATE,K2,CANDIDATE,0
EPIC 206042996 b,5.2986,,1.7,0.5,,,CONFIRMED,K2,CONFIRMED,1
EPIC 206042996 c,0.4961574895,,1.2,0.5,,,CONFIRMED,K2,CONFIRMED,1
EPIC 206047055.01,4.1029,,2.28,1.98,,,CANDIDATE,K2,CANDIDATE,0
EPIC 206049452.01,14.454495,,2.21,0.7,,,CANDIDATE,K2,CANDIDATE,0
EPIC 206056433.01,28.564994,,2.25,0.68,,,CANDIDATE,K2,CANDIDATE,0
EPIC 206061524.01,5.87975,,3.76,0.393,,,CANDIDATE,K2,CANDIDATE,0
EPIC 206065006.01,25.2768,,25.0,0.52,,,FALSE POSITIVE,K2,FALSE POSITIVE,0
EPIC 206114294.01,3.2920598,,4.54,0.52,,,CANDIDATE,K2,CANDIDATE,0
EPIC 206114630.01,7.4448754,,2.11,0.78,,,CANDIDATE,K2,CANDIDATE,0
EPIC 206133795.01,13.8543,,3.18,1.848,,,CANDIDATE,K2,CANDIDATE,0
EPIC 206135075.01,54.976021,,39.1,1.41,,,CANDIDATE,K2,CANDIDATE,0
EPIC 206135170.01,2.59824,,7.7,0.788,,,CANDIDATE,K2,CANDIDATE,0
EPIC 206135267.01,2.5730187,,17.2,0.69,,,CANDIDATE,K2,CANDIDATE,0
